epoch,train_loss,train_eer,dev_eer,dev_threshold,lr,seconds
1,0.3740466729507105,0.06259570494864611,0.0611284506535804,-1.4967433214187622,0.001,983.3663439750671
2,0.2554568257196388,0.03924369747899162,0.043160660076136004,2.5607428550720215,0.001,992.6612975597382
3,0.21065352486464117,0.030840336134453777,0.03872294081649308,0.004231184720993042,0.001,992.9097306728363
4,0.18535960252166728,0.022745098039215678,0.030150098000385928,-0.016622424125671387,0.001,990.2847626209259
5,0.1673934244809597,0.025925303454715217,0.029721273437062136,-1.3282668590545654,0.001,905.3203413486481
6,0.15497859987887974,0.01722315592903831,0.025871650525094735,1.9162089824676514,0.001,903.5261754989624
7,0.14454960240423476,0.016521008403361348,0.023188422150532073,1.7500559091567993,0.001,936.4638283252716
8,0.13834453020094925,0.014627450980392174,0.025657238243432894,3.712700366973877,0.001,934.6628186702728
9,0.12929630048001994,0.01648926237161532,0.02490372040382706,-1.1790026426315308,0.001,968.8542575836182
10,0.1233902848038337,0.010138188608776862,0.02059587845469695,4.339472770690918,0.001,976.9120059013367
11,0.1177137370894061,0.01456395891690011,0.024604773151016147,3.9744770526885986,0.001,903.510232925415
12,0.11404677794412152,0.010074696545284798,0.01896511517255104,1.6811723709106445,0.001,939.6600303649902
13,0.10962577617837156,0.024425770308123256,0.03504238784682377,-2.8029298782348633,0.001,964.9481582641602
14,0.10248070990005226,0.013404295051353871,0.021213369276211393,-0.9526830911636353,0.001,977.24711561203
15,0.10282692930460158,0.008883286647992528,0.016057676358380124,4.9007158279418945,0.001,933.7118573188782
16,0.09977656971642825,0.009648926237161553,0.021528264394547185,1.6478873491287231,0.001,980.6325232982635
17,0.0951783963627617,0.014999066293183927,0.030150098000385928,-0.5743255019187927,0.001,913.6402306556702
18,0.09200124286272113,0.019148459383753515,0.03090361583999176,-3.542468786239624,0.001,895.26802110672
19,0.09072994642032844,0.010351073762838458,0.019478474707023793,-1.2681511640548706,0.0005,894.7904534339905
20,0.07268365400488508,0.01074509803921567,0.02176227299210169,2.501458168029785,0.0005,894.2516593933105
21,0.06987235592261376,0.005617180205415518,0.016830790513878566,1.4447559118270874,0.0005,893.4656593799591
22,0.06539806183665146,0.004797385620915058,0.015862860392610895,2.8538901805877686,0.0005,894.3653199672699
23,0.06642907579867693,0.005404295051353867,0.014521246205329536,3.6555252075195312,0.0005,894.0558524131775
24,0.06552632230461622,0.004244631185807628,0.015554114981853674,1.8584519624710083,0.0005,893.9982767105103
25,0.062247199931645424,0.005467787114845931,0.015284562202881677,2.2561445236206055,0.0005,896.1651322841644
26,0.06190211833187504,0.005404295051353867,0.015992737703123712,-0.04602545499801636,0.0005,895.1095221042633
27,0.059421561482515456,0.005254901960784335,0.015908202731974692,0.8752327561378479,0.00025,896.3044345378876
28,0.05133010924244746,0.00347899159663866,0.01387800936034391,2.5811147689819336,0.00025,894.2811832427979
29,0.05280584330423005,0.004244631185807628,0.013104895204845465,2.5197031497955322,0.00025,894.8825931549072
30,0.04785355384533129,0.0032978524743230413,0.01292602710460106,1.7880879640579224,0.00025,895.3575785160065
