candidate,n_folds,seed,fold,system,coef,coef_norm,intercept
ours+4base,5,45,4,LFCC-LCNN,0.1388330680399868,0.06633466854634713,-2.13461040060512
ours+4base,5,45,4,RawNet2,-0.11881530453118529,-0.05677014817564514,-2.13461040060512
ours+all,5,45,0,timepool_T150_aug,0.824316242668251,0.3973137179519343,-2.254112292808979
ours+all,5,45,0,flatten_T400_aug,0.3676385902428211,0.17719880743726713,-2.254112292808979
ours+all,5,45,0,CQCC-GMM,0.3646778238558402,0.17577174214325966,-2.254112292808979
ours+all,5,45,0,LFCC-GMM,0.38014975199172657,0.18322908554299192,-2.254112292808979
ours+all,5,45,0,LFCC-LCNN,0.06911894471496878,0.033314768633851355,-2.254112292808979
ours+all,5,45,0,RawNet2,-0.06882248671349132,-0.03317187829069575,-2.254112292808979
ours+all,5,45,1,timepool_T150_aug,0.709126237718593,0.34882637288932156,-2.202541393306295
ours+all,5,45,1,flatten_T400_aug,0.5158379004054751,0.25374588363305045,-2.202541393306295
ours+all,5,45,1,CQCC-GMM,0.39283333733660764,0.19323869421894788,-2.202541393306295
ours+all,5,45,1,LFCC-GMM,0.2682866673182486,0.13197292678983744,-2.202541393306295
ours+all,5,45,1,LFCC-LCNN,0.05049469558783719,0.024838851780076852,-2.202541393306295
ours+all,5,45,1,RawNet2,-0.09631286028811724,-0.04737727068876587,-2.202541393306295
ours+all,5,45,2,timepool_T150_aug,0.8086779328237432,0.40191379867257165,-2.1472906336022457
ours+all,5,45,2,flatten_T400_aug,0.40344355263801684,0.2005118777317305,-2.1472906336022457
ours+all,5,45,2,CQCC-GMM,0.3793584549587328,0.188541558391026,-2.1472906336022457
