candidate,n_folds,seed,fold,system,coef,coef_norm,intercept
ours+4base,5,57,2,LFCC-LCNN,0.10266667769045992,0.05091585500399733,-2.142311015826535
ours+4base,5,57,2,RawNet2,-0.0705156638172457,-0.03497108696995588,-2.142311015826535
ours+4base,5,57,3,timepool_T150_aug,1.0456529038084392,0.5384928008534303,-2.0672463909131955
ours+4base,5,57,3,CQCC-GMM,0.4348462500639533,0.22393814839005804,-2.0672463909131955
ours+4base,5,57,3,LFCC-GMM,0.3003354771924083,0.1546674730400019,-2.0672463909131955
ours+4base,5,57,3,LFCC-LCNN,0.09656590172286413,0.049729736030273065,-2.0672463909131955
ours+4base,5,57,3,RawNet2,-0.06441354931563545,-0.03317184168623656,-2.0672463909131955
ours+4base,5,57,4,timepool_T150_aug,1.0387829915034923,0.5374839589313086,-2.226929646691543
ours+4base,5,57,4,CQCC-GMM,0.396443550518645,0.20512662487584557,-2.226929646691543
ours+4base,5,57,4,LFCC-GMM,0.30346486085574764,0.15701787201310524,-2.226929646691543
ours+4base,5,57,4,LFCC-LCNN,0.11718173690394952,0.06063182048680094,-2.226929646691543
ours+4base,5,57,4,RawNet2,-0.07680405782035574,-0.03973972369293953,-2.226929646691543
ours+all,5,57,0,timepool_T150_aug,0.7171908656188152,0.3471377372233401,-2.1815236679521077
ours+all,5,57,0,flatten_T400_aug,0.47643136141857007,0.23060431005681636,-2.1815236679521077
ours+all,5,57,0,CQCC-GMM,0.4091370264297812,0.19803222318869723,-2.1815236679521077
ours+all,5,57,0,LFCC-GMM,0.3017890844549722,0.1460732211166831,-2.1815236679521077
ours+all,5,57,0,LFCC-LCNN,0.07801870742093656,0.03776294268865994,-2.1815236679521077
ours+all,5,57,0,RawNet2,-0.08344534315559057,-0.040389565725803225,-2.1815236679521077
ours+all,5,57,1,timepool_T150_aug,0.6948585691677456,0.3310945541678407,-2.168483646922644
ours+all,5,57,1,flatten_T400_aug,0.5301645146069425,0.2526191535777399,-2.168483646922644
ours+all,5,57,1,CQCC-GMM,0.4128027762735602,0.196697223340346,-2.168483646922644
ours+all,5,57,1,LFCC-GMM,0.3010022789556235,0.143425179995524,-2.168483646922644
ours+all,5,57,1,LFCC-LCNN,0.08421928845475447,0.0401298177795489,-2.168483646922644
ours+all,5,57,1,RawNet2,-0.07562366338481617,-0.036034071139000395,-2.168483646922644
ours+all,5,57,2,timepool_T150_aug,0.8991193631926677,0.4331668426414284,-2.179114724218907
ours+all,5,57,2,flatten_T400_aug,0.373321852715655,0.17985448300843287,-2.179114724218907
ours+all,5,57,2,CQCC-GMM,0.3318196687469811,0.1598600632146041,-2.179114724218907
ours+all,5,57,2,LFCC-GMM,0.34401255564745953,0.16573420466631314,-2.179114724218907
ours+all,5,57,2,LFCC-LCNN,0.05022092268104629,0.024194828187263227,-2.179114724218907
ours+all,5,57,2,RawNet2,-0.07719397389323665,-0.037189578281958256,-2.179114724218907
ours+all,5,57,3,timepool_T150_aug,0.7187438941252364,0.355237016892547,-2.1183510362884115
ours+all,5,57,3,flatten_T400_aug,0.5114802845022672,0.2527975986315331,-2.1183510362884115
ours+all,5,57,3,CQCC-GMM,0.4025498588667922,0.19895906202917688,-2.1183510362884115
ours+all,5,57,3,LFCC-GMM,0.2910518458012689,0.14385150302994698,-2.1183510362884115
ours+all,5,57,3,LFCC-LCNN,0.02442421209409319,0.012071593672202702,-2.1183510362884115
ours+all,5,57,3,RawNet2,-0.07502974299116022,-0.03708322574459334,-2.1183510362884115
ours+all,5,57,4,timepool_T150_aug,0.8219992606992124,0.41376931060408956,-2.2583401059522856
ours+all,5,57,4,flatten_T400_aug,0.33822981962847287,0.1702545561590587,-2.2583401059522856
ours+all,5,57,4,CQCC-GMM,0.37775842321872505,0.19015204735968144,-2.2583401059522856
ours+all,5,57,4,LFCC-GMM,0.29807040993259404,0.15003953643994558,-2.2583401059522856
ours+all,5,57,4,LFCC-LCNN,0.06784146693372853,0.0341493214722132,-2.2583401059522856
ours+all,5,57,4,RawNet2,-0.08271306191441925,-0.041635227965011505,-2.2583401059522856
ours,5,58,0,timepool_T150_aug,1.1148141622543335,1.0,-2.07729434967041
ours,5,58,1,timepool_T150_aug,1.1759746074676514,1.0,-1.9925199747085571
ours,5,58,2,timepool_T150_aug,1.2416473627090454,1.0,-1.941846489906311
ours,5,58,3,timepool_T150_aug,1.1688876152038574,1.0,-2.0287156105041504
ours,5,58,4,timepool_T150_aug,1.1454542875289917,1.0,-2.045112133026123
ours+2GMM,5,58,0,timepool_T150_aug,1.0297563783751387,0.5929355064964578,-2.185944896120472
ours+2GMM,5,58,0,CQCC-GMM,0.38142117164801226,0.21962297136381267,-2.185944896120472
ours+2GMM,5,58,0,LFCC-GMM,0.32553136197938976,0.18744152213972948,-2.185944896120472
ours+2GMM,5,58,1,timepool_T150_aug,1.1029108635852989,0.6015739910047756,-2.110650244983396
ours+2GMM,5,58,1,CQCC-GMM,0.39389204654399784,0.2148452955610819,-2.110650244983396
ours+2GMM,5,58,1,LFCC-GMM,0.33657233560426314,0.18358071343414245,-2.110650244983396
ours+2GMM,5,58,2,timepool_T150_aug,1.1379606143221728,0.6078096737303031,-2.0539959224772817
ours+2GMM,5,58,2,CQCC-GMM,0.3976438124150195,0.21239026451615006,-2.0539959224772817
ours+2GMM,5,58,2,LFCC-GMM,0.3366273976399692,0.1798000617535468,-2.0539959224772817
ours+2GMM,5,58,3,timepool_T150_aug,1.0642565712188348,0.5829138120247526,-2.1492855228586336
ours+2GMM,5,58,3,CQCC-GMM,0.4241201025903112,0.2322987449108382,-2.1492855228586336
ours+2GMM,5,58,3,LFCC-GMM,0.33737620640162985,0.1847874430644092,-2.1492855228586336
ours+2GMM,5,58,4,timepool_T150_aug,1.0429912751814132,0.603177948663009,-2.146778737576974
ours+2GMM,5,58,4,CQCC-GMM,0.41216588023599826,0.23836188860390117,-2.146778737576974
ours+2GMM,5,58,4,LFCC-GMM,0.27400299954727997,0.1584601627330899,-2.146778737576974
ours+4base,5,58,0,timepool_T150_aug,1.0114082484710418,0.5288066884547209,-2.19069179768602
ours+4base,5,58,0,CQCC-GMM,0.3905782037369407,0.20421068031920295,-2.19069179768602
ours+4base,5,58,0,LFCC-GMM,0.3223229821358759,0.16852398529850712,-2.19069179768602
ours+4base,5,58,0,LFCC-LCNN,0.10535874324093872,0.05508597363845525,-2.19069179768602
ours+4base,5,58,0,RawNet2,-0.08295560451330644,-0.043372672289113796,-2.19069179768602
ours+4base,5,58,1,timepool_T150_aug,1.085136710446108,0.5551629289672338,-2.11505743857078
ours+4base,5,58,1,CQCC-GMM,0.3976945744755569,0.20346310531643644,-2.11505743857078
ours+4base,5,58,1,LFCC-GMM,0.3280956127156292,0.1678558282869502,-2.11505743857078
ours+4base,5,58,1,LFCC-LCNN,0.09960306828756715,0.050957571145037205,-2.11505743857078
ours+4base,5,58,1,RawNet2,-0.04409750256403991,-0.022560566284342227,-2.11505743857078
ours+4base,5,58,2,timepool_T150_aug,1.1174730774114614,0.5238803267283838,-2.063228575447733
ours+4base,5,58,2,CQCC-GMM,0.40959670744696225,0.19202221624993573,-2.063228575447733
ours+4base,5,58,2,LFCC-GMM,0.3309603027129475,0.15515684003861036,-2.063228575447733
ours+4base,5,58,2,LFCC-LCNN,0.16309812922682057,0.07646170897115392,-2.063228575447733
ours+4base,5,58,2,RawNet2,-0.11194115114323429,-0.05247890801191618,-2.063228575447733
ours+4base,5,58,3,timepool_T150_aug,1.0406718197605958,0.5186148586974141,-2.1545218269225472
ours+4base,5,58,3,CQCC-GMM,0.4378905082511464,0.21822107579875677,-2.1545218269225472
ours+4base,5,58,3,LFCC-GMM,0.3332603844010555,0.16607904997884856,-2.1545218269225472
ours+4base,5,58,3,LFCC-LCNN,0.11465035988625726,0.057135572485951885,-2.1545218269225472
ours+4base,5,58,3,RawNet2,-0.08016403481047353,-0.03994944303902875,-2.1545218269225472
ours+4base,5,58,4,timepool_T150_aug,1.0076132907940492,0.5315960454534134,-2.1546459633665944
ours+4base,5,58,4,CQCC-GMM,0.4239148349924066,0.22364874694478426,-2.1546459633665944
ours+4base,5,58,4,LFCC-GMM,0.2549188519511219,0.13448994256710223,-2.1546459633665944
ours+4base,5,58,4,LFCC-LCNN,0.1633532526579635,0.08618181589932492,-2.1546459633665944
ours+4base,5,58,4,RawNet2,-0.045648954021598465,-0.024083449135375135,-2.1546459633665944
ours+all,5,58,0,timepool_T150_aug,0.733871183442805,0.37035715432072197,-2.2367458375557905
ours+all,5,58,0,flatten_T400_aug,0.44568534959765604,0.22492061484832554,-2.2367458375557905
ours+all,5,58,0,CQCC-GMM,0.3653696032797066,0.1843882817569568,-2.2367458375557905
ours+all,5,58,0,LFCC-GMM,0.31328612930000094,0.15810371350375393,-2.2367458375557905
ours+all,5,58,0,LFCC-LCNN,0.03723500994246935,0.01879110753293598,-2.2367458375557905
ours+all,5,58,0,RawNet2,-0.08607562707659996,-0.043439128037305944,-2.2367458375557905
ours+all,5,58,1,timepool_T150_aug,0.7721925020838941,0.37891556559533524,-2.171312130960229
ours+all,5,58,1,flatten_T400_aug,0.49906365250636525,0.24489098980784757,-2.171312130960229
ours+all,5,58,1,CQCC-GMM,0.36763333207787247,0.18039801160986982,-2.171312130960229
ours+all,5,58,1,LFCC-GMM,0.3175998020753701,0.1558465127692742,-2.171312130960229
ours+all,5,58,1,LFCC-LCNN,0.027260843994605825,0.01337692103063184,-2.171312130960229
ours+all,5,58,1,RawNet2,-0.05415111016982014,-0.026571999187041413,-2.171312130960229
ours+all,5,58,2,timepool_T150_aug,0.8156922461752605,0.3696313180085628,-2.1082028277538893
ours+all,5,58,2,flatten_T400_aug,0.4636449324142627,0.21010091521631621,-2.1082028277538893
ours+all,5,58,2,CQCC-GMM,0.3863056234885104,0.1750545716643941,-2.1082028277538893
ours+all,5,58,2,LFCC-GMM,0.3282598626231366,0.14875110832502575,-2.1082028277538893
ours+all,5,58,2,LFCC-LCNN,0.09332047924598726,0.04228821826200558,-2.1082028277538893
ours+all,5,58,2,RawNet2,-0.11954940598153785,-0.05417386852369571,-2.1082028277538893
ours+all,5,58,3,timepool_T150_aug,0.7657644744877057,0.3671218239692753,-2.1964667743476984
ours+all,5,58,3,flatten_T400_aug,0.4342696467905203,0.2081969980794511,-2.1964667743476984
ours+all,5,58,3,CQCC-GMM,0.41119262311490334,0.1971334409338386,-2.1964667743476984
ours+all,5,58,3,LFCC-GMM,0.3306844720209643,0.1585363262090089,-2.1964667743476984
ours+all,5,58,3,LFCC-LCNN,0.05481517044920224,0.026279418838227826,-2.1964667743476984
ours+all,5,58,3,RawNet2,-0.08913292329254302,-0.042731991970198474,-2.1964667743476984
ours+all,5,58,4,timepool_T150_aug,0.7558565540487237,0.3853380308443841,-2.1902216219894934
ours+all,5,58,4,flatten_T400_aug,0.3892366328690528,0.19843405053360277,-2.1902216219894934
ours+all,5,58,4,CQCC-GMM,0.4078044428240855,0.20789997801261997,-2.1902216219894934
ours+all,5,58,4,LFCC-GMM,0.24718365281383392,0.12601499784847373,-2.1902216219894934
ours+all,5,58,4,LFCC-LCNN,0.11040583080678859,0.05628523720399431,-2.1902216219894934
ours+all,5,58,4,RawNet2,-0.05105442561416208,-0.02602770555692521,-2.1902216219894934
ours,5,59,0,timepool_T150_aug,1.1481742858886719,1.0,-2.03963303565979
ours,5,59,1,timepool_T150_aug,1.2261146306991577,1.0,-2.0553510189056396
ours,5,59,2,timepool_T150_aug,1.1646685600280762,1.0,-1.995718002319336
ours,5,59,3,timepool_T150_aug,1.1457093954086304,1.0,-2.0151402950286865
ours,5,59,4,timepool_T150_aug,1.1586891412734985,1.0,-1.9913690090179443
ours+2GMM,5,59,0,timepool_T150_aug,1.055022663886299,0.590783298910345,-2.155262386907835
ours+2GMM,5,59,0,CQCC-GMM,0.4160573531534012,0.23298052643385006,-2.155262386907835
ours+2GMM,5,59,0,LFCC-GMM,0.3147231121824841,0.1762361746558051,-2.155262386907835
ours+2GMM,5,59,1,timepool_T150_aug,1.1354189391688387,0.610182143186683,-2.164135683844935
ours+2GMM,5,59,1,CQCC-GMM,0.3635054298114481,0.19535038087766393,-2.164135683844935
ours+2GMM,5,59,1,LFCC-GMM,0.3618625318606664,0.194467475935653,-2.164135683844935
ours+2GMM,5,59,2,timepool_T150_aug,1.0652319819014855,0.5985238390271626,-2.1103579825065464
ours+2GMM,5,59,2,CQCC-GMM,0.43667705670041657,0.24535653532000923,-2.1103579825065464
ours+2GMM,5,59,2,LFCC-GMM,0.27785629811870033,0.1561196256528283,-2.1103579825065464
ours+2GMM,5,59,3,timepool_T150_aug,1.0607458728474932,0.5902653252927684,-2.128612635406161
ours+2GMM,5,59,3,CQCC-GMM,0.40511102038790814,0.22542910073931857,-2.128612635406161
ours+2GMM,5,59,3,LFCC-GMM,0.3312093198635452,0.184305573967913,-2.128612635406161
ours+2GMM,5,59,4,timepool_T150_aug,1.0624057596561114,0.6017713165207484,-2.098412246904355
ours+2GMM,5,59,4,CQCC-GMM,0.38834184874764166,0.21996584963603122,-2.098412246904355
ours+2GMM,5,59,4,LFCC-GMM,0.31471666430137646,0.17826283384322042,-2.098412246904355
ours+4base,5,59,0,timepool_T150_aug,1.0324657428055442,0.5133730231757075,-2.164481899719831
ours+4base,5,59,0,CQCC-GMM,0.42508047054675,0.21136279608130118,-2.164481899719831
ours+4base,5,59,0,LFCC-GMM,0.3110060797661742,0.1546415777067163,-2.164481899719831
ours+4base,5,59,0,LFCC-LCNN,0.1558625786016009,0.07749956231887827,-2.164481899719831
ours+4base,5,59,0,RawNet2,-0.08672653266995299,-0.04312304071739653,-2.164481899719831
ours+4base,5,59,1,timepool_T150_aug,1.1072304051309658,0.5450287698112753,-2.1700529960405013
ours+4base,5,59,1,CQCC-GMM,0.3757443052514268,0.18495830272160405,-2.1700529960405013
ours+4base,5,59,1,LFCC-GMM,0.35391804072601846,0.17421443039951792,-2.1700529960405013
ours+4base,5,59,1,LFCC-LCNN,0.12665565147653945,0.06234562706552372,-2.1700529960405013
ours+4base,5,59,1,RawNet2,-0.06795977911041497,-0.033452870002079006,-2.1700529960405013
ours+4base,5,59,2,timepool_T150_aug,1.050213497184677,0.5311254729854723,-2.115593336465705
ours+4base,5,59,2,CQCC-GMM,0.44804086800667686,0.22658813524563015,-2.115593336465705
ours+4base,5,59,2,LFCC-GMM,0.26946155950087725,0.13627505133476642,-2.115593336465705
ours+4base,5,59,2,LFCC-LCNN,0.11768601649917632,0.05951746130140395,-2.115593336465705
ours+4base,5,59,2,RawNet2,-0.09193401914466036,-0.04649387913272728,-2.115593336465705
ours+4base,5,59,3,timepool_T150_aug,1.0396824102071542,0.5227251143078295,-2.134553316967089
ours+4base,5,59,3,CQCC-GMM,0.4177086798480184,0.21001299558143233,-2.134553316967089
ours+4base,5,59,3,LFCC-GMM,0.32478470963307376,0.1632932545569919,-2.134553316967089
ours+4base,5,59,3,LFCC-LCNN,0.11827148371317255,0.05946380763622473,-2.134553316967089
ours+4base,5,59,3,RawNet2,-0.08851858364680519,-0.044504827917521514,-2.134553316967089
ours+4base,5,59,4,timepool_T150_aug,1.0386602181012012,0.5509879898085469,-2.102929854885968
ours+4base,5,59,4,CQCC-GMM,0.39004057080442434,0.2069085407393244,-2.102929854885968
ours+4base,5,59,4,LFCC-GMM,0.3030721563672116,0.16077357666493491,-2.102929854885968
ours+4base,5,59,4,LFCC-LCNN,0.11915355175938173,0.06320852076386506,-2.102929854885968
ours+4base,5,59,4,RawNet2,-0.034160360236860636,-0.018121372023328763,-2.102929854885968
ours+all,5,59,0,timepool_T150_aug,0.7786281080587912,0.3754336193180975,-2.2038065588427633
ours+all,5,59,0,flatten_T400_aug,0.4028382843454376,0.19423783129118818,-2.2038065588427633
ours+all,5,59,0,CQCC-GMM,0.40721353737835914,0.19634746111906257,-2.2038065588427633
ours+all,5,59,0,LFCC-GMM,0.29894783043158735,0.1441446369641581,-2.2038065588427633
ours+all,5,59,0,LFCC-LCNN,0.09460287814248826,0.045614974043887896,-2.2038065588427633
ours+all,5,59,0,RawNet2,-0.09171284457653345,-0.044221477263605626,-2.2038065588427633
ours+all,5,59,1,timepool_T150_aug,0.796088691635084,0.3751478389899801,-2.2248160579640897
ours+all,5,59,1,flatten_T400_aug,0.49480781186323025,0.2331726141651311,-2.2248160579640897
ours+all,5,59,1,CQCC-GMM,0.34477479542895684,0.1624712432200632,-2.2248160579640897
ours+all,5,59,1,LFCC-GMM,0.352974741899268,0.16633537573506296,-2.2248160579640897
ours+all,5,59,1,LFCC-LCNN,0.057761851090916375,0.027219622437183393,-2.2248160579640897
ours+all,5,59,1,RawNet2,-0.07565868796319522,-0.03565330545257936,-2.2248160579640897
ours+all,5,59,2,timepool_T150_aug,0.7531628941795921,0.36837273546031,-2.1630491260095215
ours+all,5,59,2,flatten_T400_aug,0.46400279710063175,0.22694423869006686,-2.1630491260095215
ours+all,5,59,2,CQCC-GMM,0.4187551455990885,0.2048135664469335,-2.1630491260095215
ours+all,5,59,2,LFCC-GMM,0.2666239672068584,0.13040605279188186,-2.1630491260095215
ours+all,5,59,2,LFCC-LCNN,0.04764605951424582,0.02330373603480032,-2.1630491260095215
ours+all,5,59,2,RawNet2,-0.09437655868304105,-0.046159670576007415,-2.1630491260095215
ours+all,5,59,3,timepool_T150_aug,0.7310333338497821,0.35151172162781297,-2.184063594351457
ours+all,5,59,3,flatten_T400_aug,0.48841022560040515,0.23484827751603643,-2.184063594351457
ours+all,5,59,3,CQCC-GMM,0.3913260849031796,0.18816611972779657,-2.184063594351457
ours+all,5,59,3,LFCC-GMM,0.3226114224416717,0.1551252060177221,-2.184063594351457
ours+all,5,59,3,LFCC-LCNN,0.04522617188580021,0.02174665477768728,-2.184063594351457
ours+all,5,59,3,RawNet2,-0.10107684828060144,-0.048602020332944695,-2.184063594351457
ours+all,5,59,4,timepool_T150_aug,0.7908218075153438,0.4063668930181833,-2.139752499386112
ours+all,5,59,4,flatten_T400_aug,0.3862781455190152,0.1984905428045398,-2.139752499386112
ours+all,5,59,4,CQCC-GMM,0.36823912198088443,0.18922111968215094,-2.139752499386112
ours+all,5,59,4,LFCC-GMM,0.29258688957847007,0.15034692281617468,-2.139752499386112
ours+all,5,59,4,LFCC-LCNN,0.06830921576019659,0.03510095891284741,-2.139752499386112
ours+all,5,59,4,RawNet2,-0.03984315698731046,-0.020473562766103827,-2.139752499386112
ours,5,60,0,timepool_T150_aug,1.1764878034591675,1.0,-1.992537260055542
ours,5,60,1,timepool_T150_aug,1.1811676025390625,1.0,-2.090376615524292
ours,5,60,2,timepool_T150_aug,1.1527018547058105,1.0,-1.956369161605835
ours,5,60,3,timepool_T150_aug,1.1490463018417358,1.0,-2.04768705368042
ours,5,60,4,timepool_T150_aug,1.1763954162597656,1.0,-2.0019030570983887
ours+2GMM,5,60,0,timepool_T150_aug,1.080179199930166,0.5965804693826734,-2.1038393135071463
ours+2GMM,5,60,0,CQCC-GMM,0.4172187955306101,0.2304289740896851,-2.1038393135071463
ours+2GMM,5,60,0,LFCC-GMM,0.3132197759320898,0.17299055652764145,-2.1038393135071463
ours+2GMM,5,60,1,timepool_T150_aug,1.077801942235235,0.6057968026070939,-2.2031225941672345
ours+2GMM,5,60,1,CQCC-GMM,0.4060193403634887,0.22821003428397965,-2.2031225941672345
ours+2GMM,5,60,1,LFCC-GMM,0.2953263418140004,0.1659931631089265,-2.2031225941672345
ours+2GMM,5,60,2,timepool_T150_aug,1.069144551379959,0.6026405452653424,-2.0566772015429136
ours+2GMM,5,60,2,CQCC-GMM,0.3555942106995861,0.20043640380770178,-2.0566772015429136
ours+2GMM,5,60,2,LFCC-GMM,0.34936117158690805,0.19692305092695594,-2.0566772015429136
ours+2GMM,5,60,3,timepool_T150_aug,1.057557391133552,0.5814946064970266,-2.1723809337655893
ours+2GMM,5,60,3,CQCC-GMM,0.40595199076682026,0.22321142578807465,-2.1723809337655893
ours+2GMM,5,60,3,LFCC-GMM,0.35517883862220223,0.19529396771489868,-2.1723809337655893
ours+2GMM,5,60,4,timepool_T150_aug,1.0841391508802047,0.6003896792803015,-2.1155181058174404
ours+2GMM,5,60,4,CQCC-GMM,0.4384857084963299,0.24283072304820513,-2.1155181058174404
ours+2GMM,5,60,4,LFCC-GMM,0.2831009688551947,0.1567795976714934,-2.1155181058174404
ours+4base,5,60,0,timepool_T150_aug,1.0541804692163788,0.5386522051152202,-2.108717755364181
ours+4base,5,60,0,CQCC-GMM,0.4279748640276704,0.21868134629145095,-2.108717755364181
ours+4base,5,60,0,LFCC-GMM,0.29859200688843657,0.15257088101792773,-2.108717755364181
ours+4base,5,60,0,LFCC-LCNN,0.11992942236315084,0.06128006513166209,-2.108717755364181
ours+4base,5,60,0,RawNet2,-0.05639397666690856,-0.02881550244373908,-2.108717755364181
ours+4base,5,60,1,timepool_T150_aug,1.0570627286016456,0.537222784570275,-2.2083178384129956
ours+4base,5,60,1,CQCC-GMM,0.4209116239761081,0.21391664711286584,-2.2083178384129956
ours+4base,5,60,1,LFCC-GMM,0.29033017145197554,0.14755224920145088,-2.2083178384129956
ours+4base,5,60,1,LFCC-LCNN,0.11235541002137588,0.057101517819161667,-2.2083178384129956
ours+4base,5,60,1,RawNet2,-0.08698320946744677,-0.044206801296246656,-2.2083178384129956
ours+4base,5,60,2,timepool_T150_aug,1.0474330614315748,0.531192175077253,-2.0625826607389275
ours+4base,5,60,2,CQCC-GMM,0.36512118334549193,0.1851665015070201,-2.0625826607389275
ours+4base,5,60,2,LFCC-GMM,0.3442288782788094,0.1745712383065434,-2.0625826607389275
ours+4base,5,60,2,LFCC-LCNN,0.13648475407589042,0.06921648366089155,-2.0625826607389275
ours+4base,5,60,2,RawNet2,-0.07858545688853054,-0.039853601448291906,-2.0625826607389275
ours+4base,5,60,3,timepool_T150_aug,1.0365448528924692,0.5246391845859502,-2.1789208997744973
ours+4base,5,60,3,CQCC-GMM,0.4113607430756235,0.20820706814146353,-2.1789208997744973
ours+4base,5,60,3,LFCC-GMM,0.34646496435029417,0.17536057014524126,-2.1789208997744973
ours+4base,5,60,3,LFCC-LCNN,0.12136402602855886,0.06142746594709732,-2.1789208997744973
ours+4base,5,60,3,RawNet2,-0.059994416263714344,-0.030365711180247796,-2.1789208997744973
ours+4base,5,60,4,timepool_T150_aug,1.0610397352041987,0.5295312059316181,-2.1226235603411303
ours+4base,5,60,4,CQCC-GMM,0.44334462258880897,0.2212592091073472,-2.1226235603411303
ours+4base,5,60,4,LFCC-GMM,0.2787151924790567,0.1390978934040527,-2.1226235603411303
ours+4base,5,60,4,LFCC-LCNN,0.1431991298435481,0.07146613401789245,-2.1226235603411303
ours+4base,5,60,4,RawNet2,-0.07743542151770631,-0.03864555753908954,-2.1226235603411303
ours+all,5,60,0,timepool_T150_aug,0.7020651150478875,0.34047596328628366,-2.1708886610882625
ours+all,5,60,0,flatten_T400_aug,0.5587641008398339,0.2709802002770926,-2.1708886610882625
ours+all,5,60,0,CQCC-GMM,0.4074813113021749,0.197613567478428,-2.1708886610882625
ours+all,5,60,0,LFCC-GMM,0.2857296909938624,0.1385684741991372,-2.1708886610882625
ours+all,5,60,0,LFCC-LCNN,0.03999366124888972,0.01939546638509769,-2.1708886610882625
ours+all,5,60,0,RawNet2,-0.06797692529945369,-0.032966328373960824,-2.1708886610882625
ours+all,5,60,1,timepool_T150_aug,0.8497477209288049,0.42152563226730355,-2.23787914954413
ours+all,5,60,1,flatten_T400_aug,0.3231904205756874,0.1603217555287995,-2.23787914954413
ours+all,5,60,1,CQCC-GMM,0.39868911316534483,0.19777361723479459,-2.23787914954413
ours+all,5,60,1,LFCC-GMM,0.29153900994171356,0.14462076504534785,-2.23787914954413
ours+all,5,60,1,LFCC-LCNN,0.06347177466772426,0.03148579194622156,-2.23787914954413
ours+all,5,60,1,RawNet2,-0.08924819842868827,-0.04427243797753306,-2.23787914954413
ours+all,5,60,2,timepool_T150_aug,0.7328259217441768,0.35634915199218986,-2.1154310480300396
ours+all,5,60,2,flatten_T400_aug,0.5015050319275868,0.24386540861145747,-2.1154310480300396
ours+all,5,60,2,CQCC-GMM,0.3383900663527918,0.1645479637243146,-2.1154310480300396
ours+all,5,60,2,LFCC-GMM,0.3401679804468071,0.16541250489421397,-2.1154310480300396
ours+all,5,60,2,LFCC-LCNN,0.06000978692842272,0.02918078638959575,-2.1154310480300396
ours+all,5,60,2,RawNet2,-0.08358406838160942,-0.04064418438822836,-2.1154310480300396
ours+all,5,60,3,timepool_T150_aug,0.8083018936454462,0.39832149431673725,-2.2117155568849847
ours+all,5,60,3,flatten_T400_aug,0.3580441344115192,0.17643986210020743,-2.2117155568849847
ours+all,5,60,3,CQCC-GMM,0.3918801409743121,0.1931138409709218,-2.2117155568849847
ours+all,5,60,3,LFCC-GMM,0.3359478528582643,0.1655510791388792,-2.2117155568849847
ours+all,5,60,3,LFCC-LCNN,0.06917681263948434,0.0340895049229155,-2.2117155568849847
ours+all,5,60,3,RawNet2,-0.06591925302166189,-0.032484218550338895,-2.2117155568849847
ours+all,5,60,4,timepool_T150_aug,0.7459971778436116,0.35650196599310363,-2.1749649802434727
ours+all,5,60,4,flatten_T400_aug,0.49537768157198375,0.23673429690445874,-2.1749649802434727
ours+all,5,60,4,CQCC-GMM,0.41281205624051903,0.19727730078122704,-2.1749649802434727
ours+all,5,60,4,LFCC-GMM,0.27097269622750686,0.12949418818821543,-2.1749649802434727
ours+all,5,60,4,LFCC-LCNN,0.07841787027806947,0.03747484005761824,-2.1749649802434727
ours+all,5,60,4,RawNet2,-0.08896968168211986,-0.0425174080753769,-2.1749649802434727
ours,5,61,0,timepool_T150_aug,1.1921730041503906,1.0,-2.0037217140197754
ours,5,61,1,timepool_T150_aug,1.120787262916565,1.0,-2.050861120223999
ours,5,61,2,timepool_T150_aug,1.1842666864395142,1.0,-2.039602279663086
ours,5,61,3,timepool_T150_aug,1.136738657951355,1.0,-2.0090482234954834
ours,5,61,4,timepool_T150_aug,1.2040807008743286,1.0,-1.987636923789978
ours+2GMM,5,61,0,timepool_T150_aug,1.0963091702496812,0.5930532645303511,-2.12220252732258
ours+2GMM,5,61,0,CQCC-GMM,0.43384157459777495,0.23468850675179612,-2.12220252732258
ours+2GMM,5,61,0,LFCC-GMM,0.3184339200019431,0.17225822871785282,-2.12220252732258
ours+2GMM,5,61,1,timepool_T150_aug,1.0149042193435691,0.5870183540376555,-2.1574413272296535
ours+2GMM,5,61,1,CQCC-GMM,0.41486508170422737,0.2399570449783214,-2.1574413272296535
ours+2GMM,5,61,1,LFCC-GMM,0.2991446457867621,0.1730246009840231,-2.1574413272296535
ours+2GMM,5,61,2,timepool_T150_aug,1.0949028666591998,0.6051701689122218,-2.1512533556726114
ours+2GMM,5,61,2,CQCC-GMM,0.36950872109106936,0.20423332696125296,-2.1512533556726114
ours+2GMM,5,61,2,LFCC-GMM,0.34483632780257506,0.19059650412652537,-2.1512533556726114
ours+2GMM,5,61,3,timepool_T150_aug,1.0337603926063015,0.5888705482646193,-2.12106499922055
ours+2GMM,5,61,3,CQCC-GMM,0.4037873134666417,0.23001312331566065,-2.12106499922055
ours+2GMM,5,61,3,LFCC-GMM,0.3179491440459103,0.18111632841972003,-2.12106499922055
ours+2GMM,5,61,4,timepool_T150_aug,1.1342798780231909,0.614500930864009,-2.099138121307833
ours+2GMM,5,61,4,CQCC-GMM,0.3884785520679245,0.21045990190928984,-2.099138121307833
ours+2GMM,5,61,4,LFCC-GMM,0.32309699673200626,0.17503916722670118,-2.099138121307833
ours+4base,5,61,0,timepool_T150_aug,1.0667830457892338,0.5176720590387374,-2.132957442419465
ours+4base,5,61,0,CQCC-GMM,0.43762701146885646,0.21236490119736248,-2.132957442419465
