epoch,train_loss,train_eer,dev_eer,dev_threshold,lr,seconds
1,0.748911589281088,0.1331914098972922,0.1455102621129492,0.9149530529975892,0.001,359.2959454059601
2,0.6424515941124389,0.1169467787114845,0.135222121043547,0.2142498195171356,0.001,357.62311267852783
3,0.6068442251008829,0.1166704014939309,0.1349427701066287,1.547698736190796,0.001,358.27993416786194
4,0.5850608169967454,0.0997553688141923,0.1182676029267342,1.6428289413452148,0.001,357.3797981739044
5,0.5697188173702258,0.0959682539682539,0.1141226812123236,1.7085628509521484,0.001,357.89252948760986
6,0.5555667808681195,0.0954248366013072,0.1173094709634127,0.5427148938179016,0.001,358.8528974056244
7,0.5422093658154121,0.0976806722689075,0.1138984707727154,1.6534398794174194,0.001,365.0906262397766
8,0.5354082371542219,0.0889150326797385,0.1102828564583025,2.08556604385376,0.001,385.21614360809326
9,0.523709445600945,0.0866274509803921,0.1099091723922889,1.5879614353179932,0.001,359.42104411125183
10,0.517690592319066,0.0908403361344538,0.1138041376436201,1.2436496019363403,0.001,376.6018872261048
11,0.5105580153216792,0.0941064425770308,0.1153405677966707,0.728243350982666,0.001,421.5942096710205
12,0.5062241433706661,0.08949953314659195,0.1102436638265173,0.007386587560176849,0.001,394.9017422199249
13,0.5002876824847392,0.08393650793650792,0.11393401495413297,1.1631633043289185,0.0005,393.2151961326599
14,0.47312924735960893,0.0802763772175537,0.10393502297959539,1.562654972076416,0.0005,393.3307867050171
15,0.46645287985626505,0.07511671335200745,0.09880872453560303,1.0363225936889648,0.0005,395.8933126926422
16,0.46464546044448934,0.07252100840336131,0.09869844354098284,1.6640260219573975,0.0005,395.6629421710968
17,0.4598146902242111,0.06997945845004667,0.09645383788769016,0.4909313917160034,0.0005,395.1653034687042
18,0.45137882848443356,0.08011764705882354,0.10530603164071567,2.3813064098358154,0.0005,395.8607623577118
19,0.45274843032163203,0.06992530345471523,0.09975090863339958,1.6695542335510254,0.0005,396.6143093109131
20,0.44393089986462164,0.07178711484593839,0.09730783856396993,1.5474092960357666,0.0005,395.7963719367981
21,0.44234540916521276,0.0762987861811391,0.10600440898301139,2.2363600730895996,0.00025,389.95766139030457
22,0.4287774998067227,0.06968067226890756,0.09817528584856372,1.1718716621398926,0.00025,388.1964285373688
23,0.4389583170170045,0.06858450046685344,0.09535238200554187,1.8393983840942383,0.00025,390.3628022670746
24,0.43649913031010246,0.0654042950513539,0.09281497880701692,2.1663615703582764,0.00025,389.06495809555054
25,0.4343315908931285,0.06766013071895424,0.09547246115810845,1.1429824829101562,0.00025,389.8869786262512
26,0.4354595550288175,0.06305322128851538,0.08906948718209114,0.7617807388305664,0.00025,389.53005719184875
27,0.430122412447118,0.0661064425770308,0.09667439987693062,1.4698742628097534,0.00025,390.5773365497589
28,0.42903505210151843,0.06329785247432307,0.09454987337620452,1.7809805870056152,0.00025,390.0947380065918
29,0.42908499714443793,0.06692623716153126,0.09668419803487693,2.1467697620391846,0.00025,389.0989410877228
30,0.43010773896905413,0.06469281045751636,0.0944199960656917,1.0002671480178833,0.000125,390.42534732818604
31,0.4216005609507299,0.06127731092436976,0.09078478543538612,1.915693998336792,0.000125,391.1276993751526
32,0.4184296691946742,0.06561718020541549,0.09642444341385123,1.8287603855133057,0.000125,389.235467672348
33,0.41377810099615797,0.06311671335200744,0.09341287331263874,2.252455234527588,0.000125,389.52070569992065
34,0.41716930507345173,0.06085154061624652,0.09117441736692464,1.6315616369247437,6.25e-05,389.91602969169617
