partition,cue,eer_as_score,mean_bonafide,mean_spoof
all,duration_s,0.5078987245145092,2.390441489135519,2.405526277611979
all,n_frames,0.5078205699636895,149.93407960199005,150.87804337567596
all,tiling_factor,0.49064072004766257,3.3989348131139177,3.381286029486787
eval,duration_s,0.5078987245145092,2.390441489135519,2.405526277611979
eval,n_frames,0.5078205699636895,149.93407960199005,150.87804337567596
eval,tiling_factor,0.49064072004766257,3.3989348131139177,3.381286029486787
