epoch,train_loss,train_eer,dev_eer,dev_threshold,lr,seconds
1,0.4416572108997588,0.0843081232492997,0.0929644524334223,3.2321155071258545,0.001,624.1565864086151
2,0.3160826488577233,0.052,0.0568695994941818,-3.726405620574951,0.001,483.29863452911377
3,0.2722202381088641,0.0431391223155929,0.0515386869264739,-1.4059290885925293,0.001,483.7455341815949
4,0.2447615618747718,0.0423828197945845,0.0538126870536055,3.545497417449951,0.001,515.9840924739838
5,0.22687734313300384,0.035021475256769394,0.043186406099607194,-0.6583167314529419,0.001,622.0812973976135
6,0.2172670497473637,0.028031746031746047,0.04068204582528888,1.8153845071792603,0.001,623.6149368286133
7,0.20539982668650952,0.032425770308123256,0.04440794113432204,-1.1012933254241943,0.001,603.8508377075195
8,0.19800911650397682,0.03587301587301589,0.049514643262421776,5.320164680480957,0.001,605.465738773346
9,0.19103453045598445,0.03660690943043883,0.051568081400312854,4.839050769805908,0.001,610.2201571464539
10,0.1866151059534917,0.02625583566760037,0.03769007203996894,3.2299318313598633,0.001,601.7984609603882
11,0.1781842685040329,0.027021475256769394,0.042507625073204075,-0.4077202081680298,0.001,596.0961678028107
12,0.17416061659170082,0.02329785247432305,0.03973986172749233,4.3194427490234375,0.001,578.9364228248596
13,0.16822517861785938,0.021617180205415525,0.03511712466002649,2.3250465393066406,0.001,602.66064453125
14,0.16218212128243528,0.02220168067226893,0.03775501069522541,0.18169090151786804,0.001,593.973531961441
15,0.15818151355293847,0.030509803921568622,0.04530478289275473,-0.09158572554588318,0.001,593.2639617919922
16,0.15673954751626776,0.018169934640522897,0.032105554558813934,1.1023157835006714,0.001,592.1649129390717
17,0.15431355796032747,0.02800000000000001,0.037894686163684535,-2.899944543838501,0.001,569.6600408554077
18,0.14844278315873766,0.017594771241830065,0.03193033490893732,-0.7103263735771179,0.001,566.0189533233643
19,0.14817385522371904,0.025404295051353876,0.03990893166979043,4.8582539558410645,0.001,565.0652551651001
20,0.14510544765654115,0.015787114845938355,0.030952606629723288,0.6326985359191895,0.001,565.3531572818756
21,0.14374100193765832,0.018808590102707738,0.0354712124101475,-0.07594501972198486,0.001,565.3729643821716
22,0.14084427678044045,0.01801120448179274,0.03614384372897205,0.8842133283615112,0.001,564.844640493393
23,0.13983045243346442,0.02396825396825398,0.04600316023505046,4.764921188354492,0.001,564.7908790111542
24,0.1360399071871235,0.022138188608776865,0.04361523066293098,2.716024160385132,0.0005,565.050374507904
25,0.11936704935600846,0.01456395891690011,0.031826203621895685,1.7692322731018066,0.0005,564.934472322464
26,0.11398603425668834,0.011542483660130727,0.02803536965760612,1.4486541748046875,0.0005,565.3274166584015
27,0.11311936496785174,0.01169187675070026,0.0296073439920742,1.4981708526611328,0.0005,565.4107668399811
28,0.1108384429193295,0.011904761904761911,0.027801361060051617,0.905426025390625,0.0005,565.4042270183563
29,0.10984292861523778,0.013798319327731085,0.030279975310898745,-0.32238292694091797,0.0005,565.3412780761719
30,0.10936385636992357,0.012670401493930878,0.030315519492316235,1.0495020151138306,0.0005,570.2577953338623
