epoch,train_loss,train_eer,dev_eer,dev_threshold,lr,seconds
1,0.7564039548426031,0.15252100840336136,0.16883835973194047,1.3979729413986206,0.001,405.9091384410858
2,0.6564983953591389,0.12781886087768438,0.1438794988308033,0.9698002934455872,0.001,407.46776938438416
3,0.6212297068179066,0.11838281979458448,0.14117667414034799,1.0638959407806396,0.001,399.25003838539124
4,0.5996954567234444,0.10788235294117648,0.13092407725236332,1.3528920412063599,0.001,396.6599555015564
5,0.584553871324124,0.10115966386554623,0.12285114736241484,0.5617474913597107,0.001,408.52792167663574
6,0.5700318809014617,0.10085154061624649,0.1244525161707219,1.9971140623092651,0.001,407.5620186328888
7,0.5582711853875643,0.12332959850606907,0.14595868299216563,1.3347580432891846,0.001,408.19451689720154
8,0.5512876152699537,0.09490382819794588,0.12182807674383701,1.4793281555175781,0.001,402.700811624527
9,0.5404721776266755,0.09236227824463117,0.11885569927440974,0.9383541345596313,0.001,393.19140338897705
10,0.5331807638941656,0.09673389355742298,0.12476491003184684,1.7886333465576172,0.001,396.122887134552
11,0.5310141567470118,0.10158543417366947,0.13093387541030965,1.2413053512573242,0.001,398.1100137233734
12,0.5250588744775778,0.08616993464052287,0.1125274621115952,0.7467361688613892,0.001,374.32105779647827
13,0.516744146038832,0.09031932773109247,0.11985302386951638,2.403233051300049,0.001,373.24264192581177
14,0.5137233921316872,0.08879738562091505,0.11999269933797552,2.0164802074432373,0.001,375.8947079181671
15,0.5103794344205906,0.0843940242763772,0.11317069895658077,0.18214674293994904,0.001,378.1261336803436
16,0.5031556090405743,0.08501027077497664,0.11146519886123216,1.8223131895065308,0.001,380.1877975463867
17,0.502607173030595,0.09954248366013072,0.129936550815203,1.1976417303085327,0.001,418.82043838500977
18,0.5004095347274994,0.0787450980392157,0.10367526835856969,0.1777329295873642,0.001,421.20725989341736
19,0.4963101766361198,0.09789355742296917,0.1274052973242566,2.5859038829803467,0.001,425.6972951889038
20,0.4933941939763695,0.07480859010270777,0.1021645842289903,0.25784584879875183,0.001,424.1452934741974
21,0.48770979069316983,0.07645751633986925,0.10900618092627759,1.3476046323776245,0.001,422.0751700401306
22,0.4816922624979985,0.07404295051353874,0.1040746984480545,0.4790060520172119,0.001,426.38623881340027
23,0.48310293564041035,0.07199999999999998,0.1001049963835206,-0.43601444363594055,0.001,416.080007314682
24,0.4815110880468229,0.07453221288515405,0.1038896806402316,0.9548401236534119,0.001,384.5608458518982
25,0.4746219365542132,0.0760859010270775,0.10774545325977757,1.157137393951416,0.001,388.6989903450012
26,0.4749037507757485,0.07392530345471524,0.10721614585977987,1.597914695739746,0.001,389.44220900535583
27,0.47184383165309457,0.08143604108309993,0.1102436638265173,1.0175436735153198,0.0005,388.3354437351227
28,0.45340786711134967,0.06992530345471523,0.10079357556787003,2.0269250869750977,0.0005,381.5208809375763
29,0.4454994139431953,0.06519140989729225,0.094046311999678,1.8807915449142456,0.0005,380.36022090911865
30,0.4466146006177408,0.06684033613445378,0.09719755756934968,1.6114312410354614,0.0005,380.11392879486084
