n_estimators,eer,score_seconds
1,0.23174988706729663,0.6270647048950195
5,0.16703222634835627,0.2643566131591797
10,0.1524466244875714,0.2990245819091797
25,0.13286836278234587,0.5292065143585205
50,0.12510254214242272,0.8877832889556885
75,0.12152798229786926,1.3672621250152588
100,0.11916414378204385,1.2036464214324951
150,0.11950726737461646,1.581526756286621
200,0.11890781193404354,2.1512112617492676
250,0.11782783301230734,2.610152006149292
300,0.11735981581719832,3.769974708557129
